CTA	HAM
CTA	STR
CTA	TXL
CWL	DUS
DRS	CGN
DRS	DUS
DRS	STR
DTM	MUC
DTM	PMI
DTM	SAW
DUB	CGN
DUB	DUS
DUS	ARN
DUS	BCN
DUS	BRI
DUS	BSL
DUS	CAG
DUS	CTA
DUS	CWL
DUS	DRS
DUS	DUB
DUS	GVA
DUS	HER
DUS	KTW
DUS	LEJ
DUS	MAD
DUS	MXP
DUS	NUE
DUS	PMI
DUS	POZ
DUS	PRG
DUS	PRN
DUS	SKG
DUS	TRN
DUS	VCE
DUS	WAW
DUS	WRO
EDI	CGN
FAO	CGN
FAO	HAM
FAO	STR
FCO	CGN
FCO	HAJ
FCO	HAM
FCO	STR
FCO	TXL
FKB	HAM
GVA	DUS
GVA	HAM
HAJ	BCN
HAJ	CTA
HAJ	FCO
HAJ	HER
HAJ	MXP
HAJ	NAP
HAJ	PMI
HAJ	PRN
HAJ	SAW
HAJ	SKG
HAJ	STN
HAJ	STR
HAJ	VCE
HAJ	VIE
HAM	AMS
HAM	ARN
HAM	BCN
HAM	BGO
HAM	BHX
HAM	BUD
HAM	CDG
HAM	CGN
HAM	CTA
HAM	FAO
HAM	FCO
HAM	FKB
HAM	GVA
HAM	HER
HAM	LHR
HAM	MAD
HAM	MAN
HAM	MXP
HAM	NAP
HAM	NCE
HAM	NUE
HAM	OSL
HAM	PMI
HAM	PRG
HAM	PRN
HAM	SAW
HAM	SKG
HAM	STR
HAM	TLS
HAM	VCE
HAM	VIE
HAM	VRN
HAM	ZRH
HEL	TXL
HER	CGN
HER	DUS
HER	HAJ
HER	HAM
HER	STR
HER	TXL
KRK	STR
KTW	DUS
LEJ	CGN
LEJ	DUS
LEJ	STR
LHR	CGN
LHR	HAM
LHR	STR
LHR	TXL
LIN	TXL
LIS	CGN
LIS	STR
LPA	CGN
MAD	DUS
MAD	HAM
MAN	CGN
MAN	HAM
MUC	DTM
MXP	CGN
MXP	DUS
MXP	HAJ
MXP	HAM
MXP	STR
NAP	CGN
NAP	HAJ
NAP	HAM
NAP	STR
NCE	CGN
NCE	HAM
NCE	TXL
NUE	DUS
NUE	HAM
NUE	TXL
OSL	HAM
PMI	CGN
PMI	DTM
PMI	DUS
PMI	HAJ
PMI	HAM
PMI	STR
PMI	TXL
PMO	CGN
POZ	DUS
PRG	CGN
PRG	DUS
PRG	HAM
PRN	DUS
PRN	HAJ
PRN	HAM
PRN	STR
PRN	TXL
PSA	CGN
SAW	CGN
SAW	DTM
SAW	HAJ
SAW	HAM
SAW	STR
SAW	TXL
SJJ	CGN
SJJ	STR
SJJ	TXL
SKG	CGN
SKG	DUS
SKG	HAJ
SKG	HAM
SKG	STR
STN	CGN
STN	HAJ
STN	STR
STR	AGP
STR	ATH
STR	BCN
STR	BEG
STR	BRE
STR	BRI
STR	BRU
STR	BUD
STR	CAG
STR	CTA
STR	DRS
STR	FAO
STR	FCO
STR	HAJ
STR	HAM
STR	HER
STR	KRK
STR	LEJ
STR	LHR
STR	LIS
STR	MXP
STR	NAP
STR	PMI
STR	PRN
STR	SAW
STR	SJJ
STR	SKG
STR	STN
STR	TXL
STR	VIE
STR	ZAG
TLS	HAM
TLV	CGN
TRN	DUS
TUN	CGN
TXL	AGP
TXL	BHX
TXL	BLQ
TXL	CGN
TXL	CTA
TXL	FCO
TXL	HEL
TXL	HER
TXL	LHR
TXL	LIN
TXL	NCE
TXL	NUE
TXL	PMI
TXL	PRN
TXL	SAW
TXL	SJJ
TXL	STR
TXL	VIE
TXL	VRN
VCE	CGN
VCE	DUS
VCE	HAJ
VCE	HAM
VIE	CGN
VIE	HAJ
VIE	HAM
VIE	STR
VIE	TXL
VRN	CGN
VRN	HAM
VRN	TXL
WAW	CGN
WAW	DUS
WRO	DUS
ZAG	CGN
ZAG	STR
ZRH	CGN
ZRH	HAM
JUB	NBO
MBA	NBO
NBO	JUB
NBO	MBA
BKK	MNL
BWN	MNL
CAN	MNL
CEB	CGY
CEB	CRK
CEB	DVO
CEB	HKG
CEB	ICN
CEB	MNL
CEB	PUS
CEB	SIN
CGK	MNL
CGY	CEB
CGY	DVO
CGY	MNL
CRK	CEB
CRK	HKG
CRK	MFM
CRK	SIN
DPS	MNL
DVO	CEB
DVO	CGY
DVO	MNL
DXB	MNL
HAN	MNL
HKG	CEB
HKG	CRK
HKG	MNL
ICN	CEB
ICN	MNL
KIX	MNL
KUL	MNL
MFM	CRK
MFM	MNL
MNL	BKK
MNL	BWN
MNL	CAN
MNL	CEB
MNL	CGK
MNL	CGY
MNL	DPS
MNL	DVO
MNL	DXB
MNL	HAN
MNL	HKG
MNL	ICN
MNL	KIX
MNL	KUL
MNL	MFM
MNL	NGO
MNL	NRT
MNL	PEK
MNL	PUS
MNL	PVG
MNL	REP
MNL	SGN
MNL	SIN
MNL	TPE
MNL	XMN
NGO	MNL
NRT	MNL
PEK	MNL
PUS	CEB
PUS	MNL
PVG	MNL
REP	MNL
SGN	MNL
SIN	CEB
SIN	CRK
SIN	MNL
TPE	MNL
XMN	MNL
CWB	MVD
EZE	MVD
GIG	MVD
GRU	MVD
MVD	CWB
MVD	EZE
MVD	GIG
MVD	GRU
MVD	SCL
SCL	MVD
BKK	CCU
BKK	DEL
BLR	BOM
BLR	CCU
BLR	COK
BLR	DEL
BLR	GOI
BLR	HYD
BLR	MAA
BLR	TRV
BOM	BLR
BOM	CCU
BOM	COK
BOM	DEL
BOM	DXB
BOM	GOI
BOM	HYD
BOM	MAA
BOM	MCT
BOM	TRV
CCU	BKK
CCU	BLR
CCU	BOM
CCU	DEL
CCU	HYD
CCU	MAA
COK	BLR
COK	BOM
COK	DEL
COK	DXB
COK	HYD
COK	MAA
COK	TRV
DEL	BKK
DEL	BLR
DEL	BOM
DEL	CCU
DEL	COK
DEL	DXB
DEL	GOI
DEL	HYD
DEL	MAA
DXB	BOM
DXB	COK
DXB	DEL
DXB	HYD
DXB	MAA
DXB	TRV
GOI	BLR
GOI	BOM
GOI	DEL
GOI	HYD
HYD	BLR
HYD	BOM
HYD	CCU
HYD	COK
HYD	DEL
HYD	DXB
HYD	GOI
HYD	MAA
MAA	BLR
MAA	BOM
MAA	CCU
MAA	COK
MAA	DEL
MAA	DXB
MAA	HYD
MAA	SIN
MAA	TRV
MCT	BOM
SIN	MAA
TRV	BLR
TRV	BOM
TRV	COK
TRV	DXB
TRV	MAA
FCO	TLV
NCE	TLV
SXF	TLV
TBS	TLV
TLV	FCO
TLV	NCE
TLV	SXF
TLV	TBS
DME	LED
LED	DME
LED	OVB
OVB	LED
RIX	TFS
TFS	RIX
BKK	ICN
BKK	PUS
CEB	ICN
CEB	PUS
CJJ	CJU
CJU	CJJ
CJU	GMP
CJU	PUS
FUK	ICN
GMP	CJU
GMP	KIX
GMP	NGO
GUM	ICN
HKG	ICN
ICN	BKK
ICN	CEB
ICN	FUK
ICN	GUM
ICN	HKG
ICN	KIX
ICN	MNL
ICN	NGO
ICN	NRT
KIX	GMP
KIX	ICN
MNL	ICN
NGO	GMP
NGO	ICN
NRT	ICN
PUS	BKK
PUS	CJU
FUK	HND
HND	FUK
HND	KIX
KIX	HND
ANC	FAI
FAI	ANC
SDQ	SXM
SXM	SDQ
DME	GRV
GRV	DME
KUF	SVX
OVB	SVX
SVX	KUF
SVX	OVB
SVX	UFA
UFA	SVX
BKK	CKG
BKK	ICN
CKG	BKK
CNX	ICN
ICN	BKK
ICN	CNX
CGO	KMG
CKG	KMG
CSX	FOC
CSX	KMG
CSX	NKG
CTU	KMG
CTU	TSN
DLC	TSN
DLC	WUH
FOC	CSX
FOC	NNG
HAK	KMG
HGH	KMG
KMG	CGO
KMG	CKG
KMG	CSX
KMG	CTU
KMG	HAK
KMG	HGH
KMG	KWE
KMG	KWL
KMG	NNG
KMG	PEK
KMG	PVG
KMG	SYX
KMG	TNA
KMG	TYN
KMG	WUH
KMG	XIY
KWE	KMG
KWE	NKG
KWE	SIN
KWL	KMG
KWL	XMN
NKG	CSX
NKG	KWE
NNG	FOC
NNG	KMG
PEK	KMG
PVG	KMG
SIN	KWE
SYX	KMG
TNA	KMG
TSN	CTU
TSN	DLC
TYN	KMG
WUH	DLC
WUH	KMG
XIY	KMG
XMN	KWL
BKK	RGN
CAN	RGN
ICN	RGN
KUL	RGN
PNH	RGN
RGN	BKK
RGN	CAN
RGN	ICN
RGN	KUL
RGN	PNH
RGN	SIN
SIN	RGN
YVR	YYJ
YYJ	YVR
ADA	IST
ADB	IST
AYT	IST
AYT	KZN
AYT	SVO
BJV	IST
CDG	IST
DLM	IST
ERZ	IST
GZT	IST
IST	ADA
IST	ADB
IST	AYT
IST	BJV
IST	CDG
IST	DLM
IST	ERZ
IST	GZT
IST	ODS
IST	TZX
KZN	AYT
ODS	IST
SVO	AYT
TZX	IST
AMM	TIP
CAI	TIP
CMN	TIP
DXB	TIP
FCO	TIP
IST	TIP
JED	TIP
TIP	AMM
TIP	CAI
TIP	CMN
TIP	FCO
TIP	IST
TIP	JED
TIP	TUN
TUN	TIP
BKK	PVG
CAN	SHA
CJU	PVG
CKG	PVG
CKG	SHA
CNX	PVG
CSX	SHA
CTU	SHA
DLC	HGH
DLC	PVG
HGH	DLC
HGH	KWL
HGH	SHE
HGH	SYX
HGH	SZX
HKG	PVG
HRB	PVG
KHH	PVG
KIX	PVG
KMG	PVG
KMG	SHA
KWE	SHA
KWL	HGH
KWL	PVG
MFM	PVG
NKG	SHE
NNG	SHA
PVG	BKK
PVG	CJU
PVG	CKG
PVG	CNX
PVG	DLC
PVG	HKG
PVG	HRB
PVG	KHH
PVG	KIX
PVG	KWL
PVG	MFM
PVG	NNG
PVG	REP
PVG	SHE
PVG	SIN
PVG	SYX
PVG	TPE
PVG	XMN
REP	PVG
SHA	CAN
SHA	CKG
SHA	CSX
SHA	CTU
SHA	KMG
SHA	KWE
SHA	SYX
SHA	SZX
SHA	URC
SHA	XIY
SHA	XMN
SHE	HGH
SHE	NKG
SHE	PVG
SHE	SZX
SHE	XIY
SIN	PVG
SYX	HGH
SYX	PVG
SYX	SHA
SZX	HGH
SZX	SHA
SZX	SHE
TPE	PVG
URC	SHA
URC	XIY
XIY	SHA
XIY	SHE
XIY	URC
XMN	PVG
XMN	SHA
ATL	CHA
ATL	CID
ATL	CRW
ATL	CVG
ATL	FWA
ATL	GSO
ATL	GSP
ATL	LEX
ATL	MBS
ATL	MSP
ATL	ROA
ATL	SYR
ATL	TYS
CHA	ATL
CRW	ATL
CVG	ATL
DTW	MSY
FWA	ATL
GSO	ATL
GSP	ATL
JFK	MSY
LEX	ATL
LGA	MSY
MBS	ATL
MEM	MSY
MSP	ATL
MSP	MSY
MSY	DTW
MSY	JFK
MSY	LGA
MSY	MEM
MSY	MSP
ROA	ATL
SYR	ATL
TYS	ATL
YEG	YYC
YYC	YEG
BZE	CUN
CUN	BZE
ATQ	DEL
AUH	BLR
AUH	BOM
AUH	CCJ
AUH	COK
AUH	DEL
AUH	DMM
AUH	HYD
AUH	KWI
AUH	MAA
AUH	TRV
BAH	BOM
BKK	BOM
BKK	DEL
BLR	AUH
BLR	BOM
BLR	CCU
BLR	COK
BLR	DEL
BLR	GOI
BLR	HYD
BLR	KUL
BLR	MAA
BLR	TRV
BOM	AUH
BOM	BAH
BOM	BKK
BOM	BLR
BOM	BRU
BOM	CCJ
BOM	CCU
BOM	CMB
BOM	COK
BOM	DEL
BOM	DMM
BOM	DOH
BOM	DXB
BOM	GOI
BOM	HKG
BOM	HYD
BOM	JED
BOM	JNB
BOM	KUL
BOM	KWI
BOM	LHR
BOM	MAA
BOM	MCT
BOM	NBO
BOM	NRT
BOM	RUH
BOM	SIN
BOM	TRV
BRU	BOM
BRU	DEL
BRU	EWR
BRU	YYZ
CCJ	AUH
CCJ	BOM
CCU	BLR
CCU	BOM
CCU	DEL
CMB	BOM
COK	AUH
COK	BLR
COK	BOM
COK	DMM
COK	DOH
COK	MAA
COK	MCT
COK	SHJ
DEL	ATQ
DEL	AUH
DEL	BKK
DEL	BLR
DEL	BOM
DEL	BRU
DEL	CCU
DEL	DMM
DEL	DOH
DEL	DXB
DEL	HKG
DEL	HYD
DEL	KUL
DEL	LHR
DEL	MAA
DEL	SIN
DMM	AUH
DMM	BOM
DMM	COK
DMM	DEL
DMM	TRV
DOH	BOM
DOH	COK
DOH	DEL
DXB	BOM
DXB	DEL
EWR	BRU
GOI	BLR
GOI	BOM
GOI	MAA
HKG	BOM
HKG	DEL
HYD	AUH
HYD	BLR
HYD	BOM
HYD	DEL
HYD	KUL
HYD	MAA
JED	BOM
JNB	BOM
KUL	BLR
KUL	BOM
KUL	DEL
KUL	HYD
KUL	MAA
KWI	AUH
KWI	BOM
LHR	BOM
LHR	DEL
MAA	AUH
MAA	BLR
MAA	BOM
MAA	COK
MAA	DEL
MAA	GOI
MAA	HYD
MAA	KUL
MAA	SIN
MCT	BOM
MCT	COK
MCT	TRV
NBO	BOM
NRT	BOM
RUH	BOM
SHJ	COK
SIN	BOM
SIN	DEL
SIN	MAA
TRV	AUH
TRV	BLR
TRV	BOM
TRV	DMM
TRV	MCT
YYZ	BRU
ARN	SKG
ATH	AUH
ATH	BCN
ATH	BEG
ATH	BRU
ATH	BUD
ATH	CAI
ATH	CDG
ATH	DME
ATH	DUS
ATH	FCO
ATH	FRA
ATH	GVA
ATH	HER
ATH	IST
ATH	LCA
ATH	LED
ATH	LHR
ATH	MAD
ATH	MAN
ATH	MRS
ATH	MUC
ATH	MXP
ATH	OSL
ATH	OTP
ATH	PHL
ATH	PRG
ATH	SKG
ATH	SOF
ATH	TBS
ATH	TIA
ATH	TLV
ATH	TXL
ATH	VIE
ATH	WAW
AUH	ATH
BCN	ATH
BEG	ATH
BOD	HER
BRU	ATH
BRU	HER
BUD	ATH
CAI	ATH
CDG	ATH
CDG	HER
CDG	SKG
CPH	SKG
DME	ATH
DME	HER
DME	SKG
DUS	ATH
DUS	HER
DUS	SKG
FCO	ATH
FRA	ATH
FRA	HER
FRA	SKG
GVA	ATH
GVA	OPO
HAJ	SKG
HER	ATH
HER	BOD
HER	BRU
HER	CDG
HER	DME
HER	DUS
HER	FRA
HER	LED
HER	MRS
HER	MUC
HER	SKG
HER	TLV
HER	TXL
HER	VIE
IST	ATH
LCA	ATH
LCA	SKG
LED	ATH
LED	HER
LED	SKG
LHR	ATH
MAD	ATH
MAN	ATH
MRS	ATH
MRS	HER
MUC	ATH
MUC	HER
MUC	SKG
MXP	ATH
NUE	SKG
OSL	ATH
OTP	ATH
PHL	ATH
PRG	ATH
SKG	ARN
SKG	ATH
SKG	CDG
SKG	CPH
SKG	DME
SKG	DUS
SKG	FRA
SKG	HAJ
SKG	HER
SKG	LCA
SKG	LED
SKG	MUC
SKG	NUE
SKG	STR
SOF	ATH
STR	SKG
TBS	ATH
TIA	ATH
TLV	ATH
TLV	HER
TXL	ATH
TXL	HER
VIE	ATH
VIE	HER
WAW	ATH
ZRH	LIS
BOD	FCO
BOD	NCE
FCO	BOD
MRS	TLS
NCE	BOD
NCE	TLS
TLS	MRS
TLS	NCE
AMS	TBS
CDG	TBS
RIX	TBS
TBS	AMS
TBS	CDG
TBS	RIX
TBS	TLV
TBS	VIE
TBS	VKO
TLV	TBS
VIE	TBS
VKO	TBS
ABQ	DFW
ABQ	LAX
ABQ	ORD
ABQ	PHX
ABZ	LHR
ACC	LHR
AGP	LHR
AGS	CLT
AGS	DCA
AKL	BNE
AKL	SYD
AMA	DFW
AMM	JFK
AMM	ORD
AMM	YUL
AMS	LHR
AMS	PHL
ANC	LAX
ANC	PHX
ARN	LHR
ATH	LHR
ATH	PHL
ATL	CLT
ATL	DFW
ATL	LHR
ATL	MIA
ATL	ORD
ATL	PHL
ATL	PHX
AUH	CMB
AUH	DUS
AUH	IAD
AUH	ISB
AUH	JFK
AUH	LHR
AUH	MCT
AUH	ORD
AUS	CLT
AUS	DFW
AUS	JFK
AUS	LAX
AUS	LHR
AUS	MSY
AUS	ORD
AUS	PHL
AUS	PHX
AVL	CLT
BAH	DOH
BAH	LHR
BCN	JFK
BCN	LHR
BCN	MIA
BCN	PHL
BDL	CLT
BDL	DCA
BDL	DFW
BDL	LAX
BDL	MIA
BDL	ORD
BDL	PHL
BDL	PIT
BGO	LHR
BGR	DCA
BGR	PHL
BHD	LHR
BHM	CLT
BHM	DCA
BHM	DFW
BHM	MIA
BHM	PHL
BKK	KUL
BKK	NRT
BLQ	LHR
BLR	LHR
BMI	DFW
BMI	ORD
BNA	CLT
BNA	DCA
BNA	DFW
BNA	JFK
BNA	LAX
BNA	LGA
BNA	MIA
BNA	ORD
BNA	PHL
BNE	AKL
BNE	CBR
BNE	LAX
BNE	MEL
BNE	PER
BNE	SYD
BOG	DFW
BOG	MIA
BOI	PHX
BOM	LHR
BOS	BUF
BOS	CLT
BOS	CUN
BOS	DCA
BOS	DFW
BOS	JFK
BOS	LAX
BOS	LGA
BOS	LHR
BOS	MAD
BOS	MIA
BOS	NRT
BOS	ORD
BOS	PDX
BOS	PHL
BOS	PHX
BOS	PIT
BOS	RIC
BOS	ROC
BOS	SAN
BOS	SEA
BOS	SYR
BRU	LHR
BRU	PHL
BSB	MIA
BSL	LHR
BTR	CLT
BTR	DFW
BUD	LHR
BUF	BOS
BUF	CLT
BUF	DCA
BUF	ORD
BUF	PHL
BWI	CLT
BWI	DFW
BWI	JFK
BWI	LHR
BWI	MIA
BWI	ORD
BWI	PHL
BWI	PHX
BZE	CLT
BZE	DFW
BZE	MIA
CAE	CLT
CAE	DCA
CAE	DFW
CAE	PHL
CBR	BNE
CBR	MEL
CBR	SYD
CDG	CLT
CDG	DFW
CDG	JFK
CDG	KUL
CDG	LHR
CDG	MIA
CDG	ORD
CDG	PHL
CHA	CLT
CHA	DCA
CHA	DFW
CHA	ORD
CHC	SYD
CHS	CLT
CHS	DCA
CHS	DFW
CHS	MIA
CHS	PHL
CID	DFW
CID	ORD
CLE	CLT
CLE	DFW
CLE	JFK
CLE	MIA
CLE	ORD
CLE	PHL
CLT	AGS
CLT	ATL
CLT	AUS
CLT	AVL
CLT	BDL
CLT	BHM
CLT	BNA
CLT	BOS
CLT	BTR
CLT	BUF
CLT	BWI
CLT	BZE
CLT	CAE
CLT	CDG
CLT	CHA
CLT	CHS
CLT	CLE
CLT	CMH
CLT	CRW
CLT	CUN
CLT	CVG
CLT	DAY
CLT	DCA
CLT	DEN
CLT	DFW
CLT	DSM
CLT	DTW
CLT	DUB
CLT	EWR
CLT	FCO
CLT	FLL
CLT	FRA
CLT	GCM
CLT	GPT
CLT	GRU
CLT	GSO
CLT	GSP
CLT	HSV
CLT	HTS
CLT	IAD
CLT	IAH
CLT	IND
CLT	JAN
CLT	JAX
CLT	JFK
CLT	LAS
CLT	LAX
CLT	LEX
CLT	LGA
CLT	LHR
CLT	LIT
CLT	MCI
CLT	MCO
CLT	MEM
CLT	MEX
CLT	MGM
CLT	MHT
CLT	MIA
CLT	MKE
CLT	MOB
CLT	MSP
CLT	MSY
CLT	NAS
CLT	ORD
CLT	ORF
CLT	PBI
CLT	PDX
CLT	PHF
CLT	PHL
CLT	PHX
CLT	PIT
CLT	PUJ
CLT	PWM
CLT	RDU
CLT	RIC
CLT	ROA
CLT	ROC
CLT	RSW
CLT	SAN
CLT	SAT
CLT	SAV
CLT	SDF
CLT	SEA
CLT	SFO
CLT	SJD
CLT	SJU
CLT	SLC
CLT	SMF
CLT	SRQ
CLT	STL
CLT	SXM
CLT	SYR
CLT	TLH
CLT	TPA
CLT	TRI
CLT	TYS
CLT	VPS
CLT	YOW
CLT	YUL
CLT	YYZ
CMB	AUH
CMH	CLT
CMH	DCA
CMH	DFW
CMH	JFK
CMH	LAX
CMH	LGA
CMH	MIA
CMH	ORD
CMH	PHL
CMH	PHX
CNF	MIA
COS	DFW
CPH	LHR
CPT	LHR
CRP	DFW
CTS	NRT
CUN	BOS
CUN	CLT
CUN	DFW
CUN	JFK
CUN	MIA
CUN	ORD
CUN	PHL
CUN	PHX
CVG	CLT
CVG	DCA
CVG	DFW
CVG	JFK
CVG	MIA
CVG	ORD
CVG	PHL
DAY	CLT
DAY	DCA
DAY	DFW
DAY	LGA
DAY	ORD
DAY	PHL
DBQ	ORD
DCA	AGS
DCA	BDL
DCA	BGR
DCA	BHM
DCA	BNA
DCA	BOS
DCA	BUF
DCA	CAE
DCA	CHA
DCA	CHS
DCA	CLT
DCA	CMH
DCA	CRW
DCA	CVG
DCA	DAY
DCA	DFW
DCA	DSM
DCA	DTW
DCA	FLL
DCA	GSO
DCA	GSP
DCA	HSV
DCA	IND
DCA	JAN
DCA	JAX
DCA	JFK
DCA	LAS
DCA	LAX
DCA	LGA
DCA	LIT
DCA	MCI
DCA	MCO
DCA	MEM
DCA	MHT
DCA	MIA
DCA	MSP
DCA	MSY
DCA	NAS
DCA	ORD
DCA	ORF
DCA	PBI
